[000:02:52;21] . 
[002:06:43;13] I CAN UNDERSTAND -- I WAS A
[002:06:46;00] BERNIE SANDERS SUPPORTER BEFORE
[002:06:48;01] ALL OF THIS.
[002:06:49;12] I SEE THE APPEAL FROM TRUMP.
[002:06:52;13] FROM SUPPORTERS, I CAN SEE WHY
[002:06:53;04] THEY LIKE HIM.
[002:06:54;14] AND I CAN SEE WHAT PEOPLE LIKE
[002:06:55;13] HILLARY, BUT HILLARY HAS GOT AN
[002:06:57;21] UPHILL BATTLE TO CLIMB WITH
[002:06:58;23] THIRD PARTIES AGAINST HER AND
[002:07:00;20] OTHER BERNIE SUPPORTERS WHO ARE
[002:07:03;29] AGAINST HER.
[002:07:05;14] SO, I JUST THINK SHE MAYBE NEEDS
[002:07:06;06] TO DO MORE TO ACCOMMODATE HIS
[002:07:08;00] SUPPORTERS TO BRING THEM IN.
[002:07:10;16] OTHERWISE, THEY WILL STICK WITH
[002:07:13;28] THE THIRD-PARTY CANDIDATES.
[002:07:16;18] THEY SHOULD'VE DEFINITELY
[002:07:17;09] INCLUDED THEM ON THE STAGE.
[002:07:17;29] HOST: JACOB TWEETS TO US, EIGHT
[002:07:21;24] YEARS AGO, PEOPLE COMPLAINED
[002:07:23;19] OBAMA HAD NO EXPERIENCE.
[002:07:25;19] IT IS A GOOD THING NOW WHEN IT
[002:07:27;19] PERTAINS TO TRUMP.
[002:07:28;29] NEXT UP IS STEPHANIE, SUPPORTING
[002:07:31;06] HILLARY CLINTON.
[002:07:31;20] YOU ARE ON.
[002:07:32;02] HOST: MY MIND IS BOGGLED BY
[002:07:36;02] THESE PEOPLE WHO THINK FREEDOM
[002:07:36;23] OF LEADER OF THE FREE WILL IS
[002:07:40;20] AN ENTRY-LEVEL POSITION.
[002:07:44;21] SAYING HE HAS NO EXPERIENCE IS
[002:07:45;12] BASICALLY AN ARGUMENT AGAINST
[002:07:46;14] THEIR SUPPORT.
[002:07:46;27] IF WE WATCH TWO -- DID WE WATCH
[002:07:49;20] TWO DIFFERENT DEBATES?
[002:07:52;20] I AM CURIOUS, REALLY.
[002:07:53;21] I AM AMAZED THAT ANYONE WHO
[002:07:54;20] CALLS ON YOUR OTHER LINE CAN
[002:07:56;20] FAIL TO SEE THE DIFFERENCE
[002:07:59;03] BETWEEN THESE TWO CANDIDATES AND
[002:08:01;20] THEIR APPROPRIATENESS FOR THE
[002:08:03;21] OFFICE IF THEY WATCHED THE SAME
[002:08:08;07] DEBATE TONIGHT, UNLESS THEY ARE
[002:08:09;05] PREDISPOSED TO A THIRD PARTY TO
[002:08:12;03] BEGIN WITH, WHICH THE PREVIOUS
[002:08:13;16] CALLER SOUNDED LIKE.
[002:08:14;27] I DON'T THINK EITHER CANDIDATE
[002:08:17;08] IS PERFECT, BUT FOR HEAVEN SAKE,
[002:08:18;27] THAT WAS OAN OVERT, OVER --
[002:08:27;15] NO, EXPLICIT, I'M SORRY,AN
[002:08:32;04] --DISPLAY OF SOMEBODY WHO IS NOT
[002:08:33;17] READY TO HAVE THEIR FINGER ON
[002:08:34;08] THE NUCLEAR CODE.
[002:08:35;00] HE LOST HIS COOL PRETTY MUCH 10
[002:08:37;00] MINUTES INTO THE DEBATE.
[002:08:37;18] HE TRIED TO DEFER TO HILLARY
[002:08:39;19] CLINTON BYA SKIN ASKING IF HE COULD
[002:08:44;11] CALL HER "SECRETARY" AND CAME UP
[002:08:47;13] AS IF HE WERE ADDRESSING AN
[002:08:49;10] ADMINISTRATIVE ASSISTANT.
[002:08:51;02] I AM TRULY BOGGLED THAT ANYBODY
[002:08:53;10] HAS DIFFICULTY DECIDING FOR WHOM
[002:08:55;02] TO VOTE IN THIS ELECTION.
[002:08:58;03] IF YOU WEARE BUYING WHAT HE IS
[002:09:03;04] SELLING, BELIEVE ME, YOU WON'T
[002:09:05;20] GET PAID JUST LIKE THE PEOPLE
[002:09:07;21] WHO CONTRACTED TO DO WORK FOR
[002:09:09;15] HIM.
[002:09:10;12] HOST: THANK YOU STEPHANIE FROM
[002:09:12;22] ARNOLD MARILYN.
[002:09:13;15] THE DEBATE WILL RE-AIR IN 20
[002:09:17;13] MINUTES.
[002:09:20;04] AFTER THAT, WE WILL HAVE ANOTHER
[002:09:20;26] TIME FOR YOU TO COMMENT.
[002:09:22;04] WE ESPECIALLY LOOK FORWARD TO
[002:09:24;26] WEST COAST VIEWERS AT THAT
[002:09:26;19] POINT.
[002:09:26;28] ANOTHER TWEET, BOTH CANDIDATES
[002:09:30;07] MADE FOOLS OF THEMSELVES.
[002:09:31;22] HILLARY IS TRYING TO START
[002:09:32;11] ANOTHER COLD WAR AND TRUMP LIED
[002:09:33;17] NUMEROUS TIMES.
[002:09:35;08] PETER: A REMINDER YOU CAN TEXT
[002:09:37;08] IN AS WELL AT 202839.
[002:09:44;07] HERE ARE A COUPLE OF TEXTS.
[002:09:46;07] THIS IS FROM RITA.
[002:09:50;07] DISAPPOINTED THAT HILLARY SEEMS
[002:09:50;29] TO BE A LITTLE BIT REPETITIVE,
[002:09:53;08] VERSUS LACKING REAL ANSWERS.
[002:09:54;08] RAISING MINIMUM WAGE AGAIN HARMS
[002:09:57;16] MIDDLE-CLASS BUSINESS OWNERS.
[002:09:58;21] THIS IS FROM NANCY IN
[002:10:02;11] INDIANAPOLIS.
[002:10:05;10] IT WAS TELLING TO SEE THAT
[002:10:05;29] DONALD CANNOT ANSWER A QUESTION.
[002:10:07;10] HE USED CLASSIC DIVERSION
[002:10:07;29] TACTICS.
[002:10:09;20] THANKS HILLARY, FOR ANSWERING
[002:10:10;29] ALL THE QUESTIONS.
[002:10:12;11] VERY QUICKLY, A COUPLE
[002:10:15;21] MORE TWEETS.
[002:10:17;11] THREE THINGS I WAS CERTAIN OF
[002:10:19;29] AFTER THE DEBATE.
[002:10:21;12] I HAVE NO CLUE I JUST WITNESSED.
[002:10:22;04] NUMBER TWO, I WAS SCARED.
[002:10:23;28] NUMBER THREE, I WANTED MY MOM.
[002:10:26;13] AND CHRISTINA TWEETS IN, STILL
[002:10:28;25] LOOKING FOR THE "HOW TO DEFEAT
[002:10:30;14] ISIS" TAB ON HILLARY CLINTON'S
[002:10:33;28] WEBSITE.
[002:10:34;14] HOST: GETTING A REACTION TO
[002:10:37;14] TONIGHT'S FIRST PRESIDENTIAL
[002:10:38;14] DEBATE.
[002:10:41;14] SUPPORTING  WHO?
[002:10:44;14] WHO IS YOUR CANDIDATE?
[002:10:45;14] CALLER: GARY JOHNSON.
[002:10:46;27] HOST: DID YOU LEARN ANYTHING
[002:10:49;02] TONIGHT ABOUT THE TWO MAJOR
[002:10:50;25] PARTY CANDIDATES?
[002:11:06;18] THEY WERE PRETTY MUCH BICKERING
[002:11:08;29] BACK AND FORTH.
[002:11:09;15] ANOTHER CALLER EARLIER SAID SHE
[002:11:16;23] DOES NOT SEE HOW WE CAN'T SEE
[002:11:17;16] THE DIFFERENCE BETWEEN THEM.
[002:11:22;15] IT IS HARD TO SEE A DIFFERENCE.
[002:11:25;16] THEY ARE SO SIMILAR IN MANY WAYS
[002:11:28;22] THAT I COULD NEVER IMAGINE THE
[002:11:29;13] DAY WHEN HE WILL BE PRESIDENT.
[002:11:36;18] IT IS HARD TO SEE HIM UP ON THAT
[002:11:41;05] STAGE.
[002:11:47;23] I STILL BELIEVE GARY SHOULD BE
[002:11:50;04] ON STAGE IN THE NEXT DEBATE.
[002:11:50;24] WE SHOULD GET TO SEE SOMEBODY
[002:11:53;03] DISCUSS THE ISSUES AND GIVE
[002:11:55;06] STRAIGHT ANSWERS AND THAT IS
[002:11:56;22] WHAT AMERICA NEEDS SO BADLY
[002:11:58;11] RIGHT NOW.
[002:11:58;22] HOST: THANK YOU, JUST IN FROM
[002:12:01;12] ALABAMA.
[002:12:01;24] BECKY ON TWITTER WRITES,
[002:12:05;24] HILLARY WON THIS ONE.
[002:12:07;24] FROM COULD NOT  -- TRUMP COULD
[002:12:12;09] NOT KEEP TRACK OF QUESTIONS.
[002:12:12;29] MARY IS FROM MA
[002:12:19;25] MARLBOROUGH, MARYLAND.
[002:12:20;12] CALLER: I AM A BIG SUPPORTER OF
[002:12:23;14] HILLARY.
[002:12:23;25] I WILL BE VOTING FOR HER.
[002:12:25;25] BUT IT ALSO PROVED TO ME, WHAT I
[002:12:29;05] HAVE BEEN SAYING ALL ALONG.
[002:12:30;27] DONALD TRUMP IS REALLY A
[002:12:33;03] BUSINESSMAN.
[002:12:34;26] HE SHOULD JUST KEEP BUILDING
[002:12:36;26] HOTELS AND RUNNING THEM.
[002:12:37;14] HE HAD TOO MANY BANKRUPTCIES.
[002:12:40;27] WITH REGARDS TO HOW MUCH MONEY
[002:12:44;12] HE MAY HAVE LOANED HILLARY
[002:12:48;29] OBVIOUSLY HE CAN'T BE SUCH A
[002:12:49;22] GOOD BUSINESSMAN IF HE CAN GIVE
[002:12:51;07] SOMEBODY THAT MUCH MONEY AND
[002:12:52;14] THEN HAVE TO FILE BANKRUPTCY.
[002:12:53;05] I HAVETHINK MANY OF THE
[002:12:56;29] QUESTIONS WERE NEVER ANSWERED.
[002:13:00;29] ON AND ON, THEY WERE NOT
[002:13:01;17] ANSWERING THE QUESTIONS.
[002:13:04;29] WITH THE LADY WHO CALLED IN
[002:13:05;19] REFERENCE TO THE MODERATOR I
[002:13:08;06] THINK WHAT SHE WAS ASKING FOR IS
[002:13:08;28] THE MODERATOR SHOULD NOT JUST
[002:13:12;00] YOU KNOW, AS THE QUESTION, TELL
[002:13:12;22] THEM THEY HAVE NOT TWO MINUTES
[002:13:15;07] THAT WHEN THEY ARE GOING FURTHER
[002:13:15;29] THAN TWO MINUTES AND REFUSING
[002:13:19;14] TO STOP BECAUSE THEY WANT TO ADD
[002:13:20;06] ON MORE, WHICH IS MOSTLY WHAT
[002:13:22;18] DONALD TRUMP WAS DOING IS HE
[002:13:24;02] NEEDED TO ALSO BE STRONG ENOUGH
[002:13:27;02] TO USE AUTHORITY SO HE CAN STOP
[002:13:32;02] IT AT THE APPROPRIATE TIME.
[002:13:33;01] THEN IF THEY WERE FURTHER
[002:13:37;20] QUESTIONS TO ASK, IT COULD HAVE
[002:13:38;12] BEEN DONE.
[002:13:38;23] HOST: MARY, ONE OF OUR VIEWERS
[002:13:42;25] TWEETED US AN IDEA ALONG THAT
[002:13:43;16] LINE WRITING IN FUTURE
[002:13:45;17] DEBATES, THE MODERATOR SHOULD
[002:13:46;24] HAVE A CUT OFF LINE FOR THE
[002:13:52;18] MICROPHONE.
[002:13:53;00] CALLER: I THINK THAT WOULD BE
[002:13:54;26] EXCELLENT.
[002:13:57;08] AS LONG AS TRUMP DOES NOT
[002:13:57;27] RUNNING, OR IF WE DON'T HAVE
[002:13:58;26] SOMETHING LIKE AN RUNNING,
[002:13:59;15] BECAUSE EVEN WITH THE MIC OFF
[002:14:02;16] HE WOULD IRRITATE THE PERSON
[002:14:03;06] BESIDE HIM BY SAYING
[002:14:05;21] WHAT HE NEEDS TO SAY.
[002:14:06;10] HOST: TERESA IS UP NEXT.
[002:14:08;20] SHE IS FROM NORTH CAROLINA.
[002:14:11;12] SHE SUPPORTING DONALD TRUMP.
[002:14:14;15] DID TONIGHT CHANGE THE CAMPAIGN,
[002:14:15;07] DO YOU THINK?
[002:14:16;15] CALLER: IT MADE ME MORE SURE
[002:14:18;24] THAT TRUMP IS WHO I'M GOING TO
[002:14:23;16] VOTE FOR.
[002:14:24;16] HOST: IN WHAT WAY?
[002:14:26;25] CALLER: EVEN THOUGH HE IS NOT A
[002:14:30;17] POLITICIAN, HE DOES HAVE GOOD
[002:14:31;08] COMMON SENSE.
[002:14:32;18] HE HAS GOT A GOOD AMOUNT OF
[002:14:33;18] CONFIDENCE.
[002:14:35;18] HE HAS GOT A BRAIN THAT IS
[002:14:36;07] CAPABLE OF THINKING.
[002:14:39;18] I THINK I SAW A LOT OF
[002:14:40;05] COMPASSION FOR HIM IN THE LOWER
[002:14:43;18] AND MIDDLE CLASS PEOPLE, WHO ARE
[002:14:44;10] RIGHT NOW, PURDU WELL
[002:14:46;19] RETTY WELL STRUGGLING.
[002:14:48;20] HOST: THANK YOU FOR YOUR CALL.
[002:14:50;21] LOOKING AT A PICTURE OF THE
[002:14:53;08] CLINTON FAMILY LEAVING THE ARENA
[002:14:56;08] NOW AND GOING BACK TO THE HOTEL
[002:14:57;00] FOR THE EVENING.
[002:14:57;15] NEXT UP IS A CALL FROM ELIJAH IN
[002:15:01;28] TENNESSEE.
[002:15:02;09] THIS COLOR ALSO SUPPORTS DONALD
[002:15:04;06] TRUMP.
[002:15:04;15] WHAT DID YOU THINK ABOUT
[002:15:06;01] TONIGHT'S DEBATE?
[002:15:07;02] CALLER: AM I ON?
[002:15:09;00] HOST: YOU ARE ON.
[002:15:11;01] CALLER: I JUST THOUGHT WHEN
[002:15:13;09] HILLARY SAID HE HAD CALLED WOMEN
[002:15:14;24] WRONG THINGS, I THINK IT WAS
[002:15:17;09] UNFAIR BECAUSE IF THE WOMEN ARE 
[002:15:22;04] DOING SOMETHING WRONG, HE SHOULD
[002:15:22;26] BE ABLE TO CALL THEM SOMETHING.
[002:15:23;28] DOESN'T MATTER ABOUT THE GENDER.
[002:15:26;00] THAT IS BASICALLY MY THOUGHT.
[002:15:26;21] HOST: THANK YOU.
[002:15:29;00] PETER, WHAT DO YOU HAVE?
[002:15:31;00] PETER: A COUPLE MORE TEXTS.
[002:15:33;00] THIS IS FROM NIGEL IN NEW YORK.
[002:15:35;29] THE DEBATE WAS IRRITATING FOR
[002:15:36;20] BOTH PARTIES.
[002:15:37;03] NEITHER HAVE THE QUALIFICATIONS
[002:15:39;14] TO BE THE NEXT PRESIDENT.
[002:15:40;03] AND CHENEY IN TEXAS SAYS, STILL
[002:15:43;15] UNDECIDED.
[002:15:45;02] I THINK THE TAX RETURNS MIGHT BE
[002:15:47;18] THE DECIDING FACTOR.
[002:15:48;04] A COUPLE OF ARTICLES IN RELATION
[002:15:50;15] TO WHAT HAS HAPPENED TONIGHT
[002:15:51;23] THIS IS FROM THE "FINANCIAL
[002:15:53;03] TIMES" REGARDING THE FEDERAL
[002:15:55;15] RESERVE.
[002:15:56;03] SOME EXPERTS SAY THE FED IS
[002:15:59;10] HONORABLE AND THAT THE POPULIST
[002:16:00;02] ATTACKS FUEL DEMANDS BY
[002:16:02;03] POLITICIANS FOR TIGHTER
[002:16:05;03] CONSTRAINTS ON HIS POLICY
[002:16:06;18] FREEDOMS.
[002:16:06;29] MR. TRUMP "IS TOSSING A LOT OF
[002:16:09;06] FUEL ON THE FIRE," SAYS SRAH
[002:16:12;15] BINDER A PROFESSIONAL POLITICAL
[002:16:16;29] SCIENCE AT GEORGE WASHINGTON
[002:16:17;19] UNIVERSITY.
[002:16:18;10] IT INTENSIFIES THE PARTISAN
[002:16:19;00] CRITICISM OF THE FED.
[002:16:20;10] NOW, "THE HILL" IS REPORTING
[002:16:27;22] THAT MARK CUBAN SENT OUT A TWEET
[002:16:28;29] THAT SAID, "I AM NOT IN THE
[002:16:29;19] FRONT ROW AT THE DEBATE."
[002:16:30;10] HE SAYS HE WILL NOT HAVE A FRONT
[002:16:31;02] ROW SEAT TO THE PRESIDENTIAL
[002:16:32;11] DEBATE.
[002:16:32;21] FIRST OF ALL, WHEN I TWEETED
[002:16:34;11] THAT, I WAS GOING TO SIT IN THE
[002:16:35;03] FRONT ROW.
[002:16:37;12] I DID NOT HAVE A FIRST PROCEED
[002:16:38;04] HE TOOK REPORTERS BEFORE THE
[002:16:40;13] EVENT.
[002:16:41;19] THIS WAS ACCORDING TO BLOOMBERG
[002:16:42;12] POLITICS.
[002:16:45;14] SECOND, I GOT TICKETS BECAUSE IT
[002:16:46;06] WANTED TO BRING MY 13-YEAR-OLD
[002:16:47;14] DAUGHTER WHOSE BIRTHDAY WAS
[002:16:49;01] YESTERDAY.
[002:16:49;14] THE DALLAS MAVERICKS OWNER IS AN
[002:16:52;14] OUTSPOKEN TRUMP
[002:16:54;23] CRITIC.
[002:16:56;14] . I KNEW IT WOULD DRIVE HIM
[002:16:57;04] CRAZY.
[002:16:58;14] MISSION ACCOMPLISHED.
[002:17:01;15] UNFORTUNATELY, HE WENT ON TO
[002:17:02;05] SAY, WE HAVE BEEN GETTING DEATH
[002:17:02;27] THREATS AND TRUMPIANS HAVE BEEN
[002:17:05;28] TRYING TO HACK EVERYTHING WE
[002:17:08;03] HAVE.
[002:17:08;17] SO, I HAVE HAD TO SPEND TOO MUCH
[002:17:12;02] TIME ON SECURITY AND PROTECTING
[002:17:12;24] MY FAMILY.
[002:17:13;05] I DO NOT BLAME THAT ON DONALD,
[002:17:15;28] THAT IS PART OF THE GAME.
[002:17:16;27] HOST: NOW, WE ARE WATCHING
[002:17:19;05] DONALD TRUMP'S FAMILY LEAVING
[002:17:22;28] HOFSTRA UNIVERSITY.
[002:17:26;05] WHO ARE YOU SUPPORTING, WILLIAM?
[002:17:27;08] CALLER: ACTUALLY, GOOD EVENING
[002:17:30;09] AND THANK YOU FOR BRINGING THE
[002:17:33;04] BROADCAST FORWARD FOR THE
[002:17:33;23] AMERICAN PEOPLE.
[002:17:34;21] I AM NOT SUPPORTING ANYONE.
[002:17:37;03] I DID NOT SEE, NOR DID I HEAR
[002:17:42;13] ANYTHING BUT THE SAME
[002:17:43;00] COMMERCIALIZED TABLOID ISSUES
[002:17:45;02] THAT HAVE BEEN REPEATED OVER AND
[002:17:45;26] OVER AND OVER AGAIN, BY BOTH
[002:17:47;27] CANDIDATES.
[002:17:49;27] WE NEED TO DO SOMETHING ABOUT
[002:17:51;17] OUR POLITICAL DEBATE SYSTEM.
[002:17:56;29] AS HAS BEEN RECOGNIZED WITH MANY
[002:17:58;29] INDIVIDUALS REGARDING THE
[002:17:59;18] COMMENTATOR AND OR THE MEDIATOR,
[002:18:00;12] LESTER.
[002:18:02;01] I BELIEVE HE DID THE BEST HE
[002:18:02;21] COULD.
[002:18:04;00] HOWEVER, WE NEED TO DO BETTER.
[002:18:07;13] AMERICA IS A BETTER COUNTRY.
[002:18:10;00] WE DO NOT NEED THIS TYPE OF
[002:18:12;14] HARSH REALITY TO BE BROUGHT TO
[002:18:15;03] THE AMERICAN PEOPLE OF THE
[002:18:18;01] UGLINESS OF THE POLITICAL
[002:18:18;20] PARTIES.
[002:18:19;03] WE DON'T NEED IT.
[002:18:21;02] WE ARE BETTER THAN THAT.
[002:18:22;03] I AGREE, HOWEVER, WE DO HAVE
[002:18:26;05] PROBLEMS IN OUR COUNTRY.
[002:18:30;05] LAW ENFORCEMENT ISSUES, SCHOOLS,
[002:18:32;04] INFRASTRUCTURE, BUT IF WE CAN'T
[002:18:35;21] GET OUR OWN POLITICAL DEBATE
[002:18:36;11] SYSTEM RESOLVED, HOW CAN WE GET
[002:18:37;14] THE AMERICAN PEOPLE TO EXTEND
[002:18:41;16] THE TIME AND EFFORT INTO
[002:18:42;06] SUPPORTING ANYONE?
[002:18:46;06] I APPRECIATE YOUR TIME, LETTING
[002:18:46;28] ME SPEAK MY PIECE, THANK YOU.
[002:18:48;07] HOST: THANK YOU FOR MAKING THE
[002:18:50;26] CALL, WILLIAM.
[002:18:51;16] ANOTHER TWEET, IT WAS A TWO
[002:18:56;15] AGAINST ONE DEBATE AND MR. TRUMP
[002:18:58;17] STOOD HIS GROUND LIKE A TRUE
[002:18:59;07] LEADER.
[002:19:00;08] THE NEXT COLOR IS ALSO
[002:19:02;08] SUPPORTING -- THE NEXT CALLER IS
[002:19:05;16] ALSO SUPPORTING DONALD TRUMP.
[002:19:06;08] YOU ARE ON.
[002:19:06;20] CALLER: THANK YOU FOR TAKING MY
[002:19:08;26] CALL.
[002:19:09;05] HOST: YOU BET.
[002:19:11;19] WHAT DO YOU HAVE TO SAY ABOUT
[002:19:12;10] TONIGHT'S DEBATE.
[002:19:13;09] I CALLED ON THE TRUMP SUPPORT
[002:19:16;19] LINE, BUT TO BE HONEST, MR.
[002:19:17;11] TRUMP RAMBLED QUITE A BIT.
[002:19:20;00] I WAS A LITTLE DISPLEASED
[002:19:22;19] WITH SOME OF THE ANSWERS -- OR I
[002:19:25;05] COULD COME OF THE NON-ANSWERS
[002:19:28;26] REGARDING THE CYBER SECURITY
[002:19:29;16] ISSUE.
[002:19:32;14] I THINK IT WOULD HAVE BEEN A
[002:19:33;04] GREAT OPPORTUNITY TO POINT OUT
[002:19:35;03] THAT SECRETARY CLINTON DOES YOU
[002:19:36;14] KNOW IN SPEECH, SUPPORT
[002:19:41;20] SECURITY INITIATIVES, BUT
[002:19:42;09] INACTION, DOES NOT SUPPORT THE
[002:19:43;28] SERVERS AND THINGS LIKE THAT.
[002:19:45;15] IT GOES COUNTERINTUITIVE TO
[002:19:48;22] CYBER SECURITY.
[002:19:52;29] YOU KNOW, THE EXPERIENCE
[002:19:53;17] QUESTION.
[002:19:54;17] WELL SECRETARY CLINTON WAS
[002:20:00;21] ASKED WHAT HER EXPERIENCE MEANT.
[002:20:03;21] THEY DID NOT REALLY PROVIDE
[002:20:04;11] DETAILS OR ANSWERS OR FACTS
[002:20:06;28] REGARDING THE RESET BUTTON.
[002:20:09;02] I MEAN YOUI K KNOW, THINGS LIKE
[002:20:12;06] THAT.
[002:20:13;21] WHEN IT COMES TO THE MODERATOR
[002:20:14;13] IT ALMOST LOOKED LIKE, WE DIG
[002:20:18;22] IN, WE DIG IN, WE DIG IN TO MR.
[002:20:23;23] TRUMP WITH REGARDS TO HIS TAX
[002:20:25;23] RETURNS, AND HE SHOULD JUST
[002:20:26;14] RELEASE THEM.
[002:20:27;24] BUT WHEN IT CAME TO THE OTHER
[002:20:28;15] SIDE OF THE ARGUMENT THAT TRUMP
[002:20:31;02] SAID WHAT ABOUT THE MISSING
[002:20:34;13] E-MAILS?
[002:20:35;25] WE DID NOT REALLY DIG INTO THAT.
[002:20:37;25] THAT IS A NATIONAL SECURITY
[002:20:38;15] ISSUE.
[002:20:38;25] SO, DEFINITELY A POOR
[002:20:42;01] PERFORMANCE ON MR. TRUMP'S PART
[002:20:43;03] BECAUSE HE DID RAMBLE.
[002:20:45;06] BUT YOU KNOW, I GUESS, THEY CAN
[002:20:49;11] ONLY GET BETTER FROM HERE.
[002:20:53;13] IT IS MAKING A CASE FOR THE
[002:20:55;11] AMERICAN PEOPLE THAT WE NEED
[002:20:57;08] SOLUTIONS.
[002:20:58;08] WE DON'T JUST NEED TALKING
[002:21:00;21] POINTS.
[002:21:01;01] HOST: THANK YOU.
[002:21:03;01] ON TWITTER HER IDEA ABOUT THE
[002:21:06;19] DEBATES, THE AMERICAN PEOPLE
[002:21:08;12] NEED TO ASK THE QUESTIONS.
[002:21:09;20] NEXT UP IS SHANNON, WATCHING IN
[002:21:13;10] GEORGIA, SUPPORTING HILLARY
[002:21:14;00] CLINTON.
[002:21:14;10] WHAT DID YOU THINK OF TONIGHT?
[002:21:16;03] DID IT CHANGE THE CAMPAIGN IN
[002:21:17;12] ANY WAY?
[002:21:18;03] CALLER: UM, I HAVE TO SAY, AS
[002:21:23;16] NOT ONLY A CLINTON SUPPORTER
[002:21:24;06] NOW, BUT ALSO IN 2008, I DO
[002:21:25;19] THINK TONIGHT SHE SHOWED A MORE
[002:21:28;10] RELATABLE SIDE TO PEOPLE.
[002:21:30;25] I THINK THAT A MAJOR PROBLEM I
[002:21:34;22] HAVE, NOT ONLY WITH THE FACT
[002:21:36;14] BOTH HILLARY AND TRUMP HAD A
[002:21:40;17] TROUBLE JUST LISTENING TO EACH
[002:21:41;08] OTHER, WHICH ACTUALLY, COMING
[002:21:44;22] FROM MY PERSPECTIVE, TRUMP BEING
[002:21:46;09] A BUSINESSMAN, I HAVE LEARNED
[002:21:49;12] COMING FROM A FAMILY WHO WORKS
[002:21:50;24] IN BUSINESS, IT IS NOT ALWAYS
[002:21:52;10] TALKING THAT DOES THE BEST, BUT
[002:21:56;00] LISTENING.
[002:21:56;11] I FEAR, AS A HILLARY SUPPORTER
[002:21:59;06] THAT WITH TRUMP NIN LINE TO
[002:22:03;24] BECOME PRESIDENT, THAT WITH
[002:22:04;14] INTERNATIONAL RELATIONS BUT ARE
[002:22:06;21] NOT GOING TO BE WORKING WITH
[002:22:10;14] COUNTRIES THAT SUPPORT IS NOT
[002:22:12;01] ONLY ECONOMICALLY, BUT ALSO IN A
[002:22:14;21] LOT OF OTHER ISSUES, SUCH AS
[002:22:15;14] WITH THE MIDDLE EAST.
[002:22:19;14] HOST: THANK YOU, AND LET'S
[002:22:23;06] RETURN TO PETER FOR SOME MORE
[002:22:24;24] COMMENTS.
[002:22:27;29] PETER: I HAVE MORE TWEETS.
[002:22:30;17] IT IS A TRAVESTY THAT NEITHER
[002:22:32;18] JOHNSON NOR THE OTHER CANDIDATE
[002:22:36;01] WERE ON THE STAGE.
[002:22:38;19] WATCHING GOVERNOR CHRIS CHRISTIE
[002:22:42;28] DEFEND PERFORMANCE OF THE REAL
[002:22:43;19] DONALD TRUMP AESTHETIC, IS WHAT
[002:22:45;08] HE SAYS.
[002:22:46;00] THIS IS MAC ON TWITTER.
[002:22:49;22] THIS PRESIDENTIAL RACE IS MORE
[002:22:51;05] LIKE A ROAS"ROAST" REASON.
[002:22:57;24] "LESTER HOLT, THE THIRD THE
[002:23:03;12] DEBATER?"
[002:23:05;04] THE GAME OF TWO ON ONE SAW
[002:23:09;04] LESTER HOLT ASKED NO QUESTIONS
[002:23:11;14] ABOUT HILLARY'S E-MAILS
[002:23:15;07] BENGHAZI, OR THE CLINTON
[002:23:15;25] FOUNDATION.
[002:23:17;26] WHILE IGNORING THESE ISSUES, HE
[002:23:19;15] GRILLED TRUMP ON STOP AND FRISK
[002:23:21;26] HIS MANY BANKRUPTCIES, WHY HE IS
[002:23:24;17] NOT RELEASED HIS TAX RETURNS,
[002:23:25;24] AND A HOST OF OTHER ISSUES THE
[002:23:29;08] MEDIA SEES AS UNFRIENDLY.
[002:23:30;27] HOST:  NEXT UP IS BOB IN
[002:23:35;10] NORTHPORT, NEW YORK.
[002:23:36;00] WHO ARE YOU SUPPORTING BOB?
[002:23:38;01] CALLER: I AM ACTUALLY SUPPORTING
[002:23:40;20] GARY JOHNSON.
[002:23:41;13] I THINK THAT WITH THE DEBATE, HE
[002:23:47;03] CONFIRMED WITH ME ONCE AGAIN
[002:23:49;09] WE ARE DEALING WITH TWO CAREER
[002:23:51;04] ELITISTS.
[002:23:53;04] I THINK IT IS INTERESTING THAT
[002:23:56;11] YOU KNOW, WE ARE SEEKING A LOT
[002:23:57;25] OF PEOPLE WHO ARE SUPPORTERS OF
[002:23:58;18] BERNIE SANDERS SWITCHING TO GARY
[002:24:02;06] JOHNSON THOUGH YOU KNOW, ANY
[002:24:04;08] POLITICAL GAUGE ARE ON OPPOSITE
[002:24:07;08] SIDES OF THE AISLE, BUT THERE IS
[002:24:10;09] A LEVEL OF HONESTY AND
[002:24:11;26] CREDIBILITY THERE THAT PEOPLE
[002:24:12;17] DON'T SEE IN THESE TWO
[002:24:16;17] CANDIDATES.
[002:24:16;29] PERSONALLY, I WOULD LIKE TO SEE
[002:24:17;21] A LOT MORE OF THAT.
[002:24:21;12] WITH GARY, I THINK THERE IS MORE
[002:24:23;02] SENSE THERE THAT IS IMPORTANT.
[002:24:25;26] I THINK THE DIVISIVENESS WE HAVE
[002:24:26;18] IN THIS COUNTRY NOW REGARDLESS
[002:24:28;27] WITH WHICH OF THE CANDIDATES GET
[002:24:32;29] S ELECTED, THE DIVISIVENESS IS
[002:24:35;02] NOT GOING TO GO AWAY.
[002:24:35;19] HOST: IF YOU WERE ADVISING HER
[002:24:37;05] CANDIDATE, WHAT WOULD YOU ADVISE
[002:24:39;17] YOUR CANDIDATE AND YOU RUNNING
[002:24:41;06] MATE TO MAKE POINTS IN THI
